lat,lon,ch4,co2,ch4_mean,co2_mean,oilindex,category,glat,glon,gid,index_joint,index_ch4,raw_dxch4,adjusted_ch4,log_co2,co2_high,ch4_high,quadrant
37.35,117.85,3.504766856630644,30472.07863227029,3.504766856630644,30472.07863227029,1.44563186160785,Medium,37.35,117.85,37.35_117.85,1.301959501118312,0.1366171580786161,6.880338339419797,-0.344620341482679,10.324598905020489,True,False,II: high CO2 / low CH4
37.35,117.95,18.758416573206585,46831.86300845444,18.758416573206585,46831.86300845444,2.6626976941410345,High,37.35,117.95,37.35_117.95,2.2183076099792336,0.9590305362519786,7.415767635769332,-1.7813916723949437,10.754340436513298,True,False,II: high CO2 / low CH4
37.35,118.05,8.271331747372946,53599.800407250725,8.271331747372946,53599.800407250725,2.1222214617485906,Medium,37.35,118.05,37.35_118.05,1.8269089345167864,0.5381276114335493,7.210751301939446,-2.6386775787861114,10.889319279918494,True,False,II: high CO2 / low CH4
37.35,118.15,3.020425001780192,565.0480206732949,3.020425001780192,565.0480206732949,0.4342033103493219,Medium,37.35,118.15,37.35_118.15,0.3674253046802986,0.0733422959120625,4.987389010717693,-4.318167807826093,6.338678916783255,False,False,IV: low CO2 / low CH4
37.35,118.25,2.326038360595703,1650.9850659097235,2.326038360595703,1650.9850659097235,0.539596376464827,Medium,37.35,118.25,37.35_118.25,0.4960689187940607,-0.0321296255010245,5.675151115345824,-3.5398961709982357,7.4097329140338415,True,False,II: high CO2 / low CH4
37.35,118.35,0.0,1810.0899861653645,0.0,1810.0899861653645,-0.3472626006534716,Low,37.35,118.35,37.35_118.35,-0.1523469374204692,-0.7006445727117724,7.73814368676978,-0.7783318456125452,7.501684145310135,True,False,II: high CO2 / low CH4
37.35,118.45,2.2483167896668115,16947.896421601996,2.2483167896668115,16947.896421601996,1.0623039823792475,Medium,37.35,118.45,37.35_118.45,0.9918292773924792,-0.0452826035664646,10.848575559624749,1.3406383941813025,9.737958002818898,True,True,I: high CO2 / high CH4
37.35,118.55,9.803353309631348,9535.141273083786,9.803353309631348,9535.141273083786,1.836933285700892,Medium,37.35,118.55,37.35_118.55,1.534598756830314,0.6231976947160965,12.234024483671744,4.262744877648462,9.162844203906362,True,True,I: high CO2 / high CH4
37.35,118.65,45.72415848573049,5640.857723501821,45.72415848573049,5640.857723501821,2.821743075158217,High,37.35,118.65,37.35_118.65,2.2344733323116355,1.4378017946825694,16.225637103785566,3.963019782569962,8.63796867385685,True,True,I: high CO2 / high CH4
37.35,118.75,45.46462502082189,1132.920020038883,45.46462502082189,1132.920020038883,2.444986897297109,High,37.35,118.75,37.35_118.75,1.880649286734199,1.4347033317931015,9.815472722922344,-0.7029564938334861,7.033435952734165,True,False,II: high CO2 / low CH4
37.35,118.85,1.9173799955751747e-05,4483.934977213542,1.9173799955751747e-05,4483.934977213542,-0.1367048200474505,Medium,37.35,118.85,37.35_118.85,0.0458748626503373,-0.7006339070087608,1.203895588726268,-7.404245246811675,8.408479276553585,True,False,II: high CO2 / low CH4
37.35,118.95,0.0077903999481349,40.82731628417969,0.0077903999481349,40.82731628417969,-1.2162984875152327,Low,37.35,118.95,37.35_118.95,-0.9716850271629373,-0.6963278016750978,-5.582632307728965,-12.574169284731832,3.73354962571434,False,False,IV: low CO2 / low CH4
37.35,119.05,0.0653920328865448,0.0,0.0653920328865448,0.0,-2.041164042998392,Background,37.35,119.05,37.35_119.05,-1.7568612403528276,-0.6654088672030002,-20.08852500072504,-26.24351222103221,0.0,False,False,IV: low CO2 / low CH4
37.35,119.15,0.5300333400567373,0.0,0.5300333400567373,0.0,-1.7676343087201016,Low,37.35,119.15,37.35_119.15,-1.555521239665442,-0.4640688665156144,3.6819178812692894,-0.1001985844878419,0.0,False,False,IV: low CO2 / low CH4
37.35,119.25,2.746520002683004,0.0,2.746520002683004,0.0,-1.0908599464088793,Low,37.35,119.25,37.35_119.25,-1.057360588383876,0.0340917847659512,1.378341812749441,-0.8209546878377761,0.0,False,False,IV: low CO2 / low CH4
37.35,119.35,0.7717476685841879,0.0,0.7717476685841879,0.0,-1.6567878793166615,Low,37.35,119.35,37.35_119.35,-1.4739293051316382,-0.3824769319818109,1.947061784660957,0.540989768701639,0.0,False,True,III: low CO2 / high CH4
37.35,119.45,0.0010870666786407,0.0,0.0010870666786407,0.0,-2.0882123140948434,Background,37.35,119.45,37.35_119.45,-1.791492571969822,-0.7000401988199948,0.2411510286076783,0.7906300784827839,0.0,False,True,III: low CO2 / high CH4
37.35,119.55,0.0001958451684912,0.0,0.0001958451684912,0.0,-2.088885394787556,Background,37.35,119.55,37.35_119.55,-1.7919880137816273,-0.7005356406318,-0.5143855207532646,-0.913531822506508,0.0,False,False,IV: low CO2 / low CH4
37.35,119.65,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.35,119.65,37.35_119.65,-1.7920969458615996,-0.7006445727117724,3.670906008164226,1.0057152712928783,0.0,False,True,III: low CO2 / high CH4
37.35,119.75,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.35,119.75,37.35_119.75,-1.7920969458615996,-0.7006445727117724,-24.849101778260057,-32.548314798245194,0.0,False,False,IV: low CO2 / low CH4
37.35,119.85,0.0,3832.5266927083335,0.0,3832.5266927083335,-0.1731579855005544,Medium,37.35,119.85,37.35_119.85,0.0115598446224044,-0.7006445727117724,5.4247048480272175,-2.3013249670382634,8.251540465987185,True,False,II: high CO2 / low CH4
37.35,119.95,0.5602406188845634,7863.759772010264,0.5602406188845634,7863.759772010264,0.3298647588273349,Medium,37.35,119.95,37.35_119.95,0.4160870475909224,-0.453193499839141,15.954417166578326,12.095617259931114,8.97014727109841,True,True,I: high CO2 / high CH4
37.45,117.85,2.9196858207384744,863.0902855334183,2.9196858207384744,863.0902855334183,0.513239548638123,Medium,37.45,117.85,37.45_117.85,0.4457701145125881,0.0592263297068845,5.619783694238469,-0.8470143862374696,6.761677260489769,True,False,II: high CO2 / low CH4
37.45,117.95,7.792579581340154,57794.10519660823,7.792579581340154,57794.10519660823,2.099646872900257,Medium,37.45,117.95,37.45_117.95,1.8138842823415116,0.5086348030119665,7.196507008841248,0.6008683545993813,10.964659365894688,True,True,I: high CO2 / high CH4
37.45,118.05,5.279437532027562,56844.52704228306,5.279437532027562,56844.52704228306,1.841404655485764,Medium,37.45,118.05,37.45_118.05,1.6230072688868895,0.3213789764346899,10.620586146539626,1.868367536004684,10.948092816088227,True,True,I: high CO2 / high CH4
37.45,118.15,3.9939966996510825,491.4496668813129,3.9939966996510825,491.4496668813129,0.5657398710045323,Medium,37.45,118.15,37.45_118.15,0.4576059284645657,0.1939687900505836,11.824126625095646,1.8036783502842333,6.199392256163686,False,True,III: low CO2 / high CH4
37.45,118.25,4.844321588675181,2547.666920289397,4.844321588675181,2547.666920289397,1.0662594681347113,Medium,37.45,118.25,37.45_118.25,0.9044084094433807,0.2814333054006401,8.304971493609184,-1.6172859355818867,7.84332572510017,True,False,II: high CO2 / low CH4
37.45,118.35,3.1066149473190308,35614.774816162884,3.1066149473190308,35614.774816162884,1.4119078456241791,Medium,37.45,118.35,37.45_118.35,1.2845710577150231,0.0851415878986775,10.976733913619157,1.7777065383467825,10.480543931508196,True,True,I: high CO2 / high CH4
37.45,118.45,51.10032979647318,85903.13159866631,51.10032979647318,85903.13159866631,3.5362895503848444,High,37.45,118.45,37.45_118.45,2.8902656023345648,1.4983850993235484,13.542376379065422,3.620076203121225,11.360987204588286,True,True,I: high CO2 / high CH4
37.45,118.55,79.62949832280476,43851.39033837616,79.62949832280476,43851.39033837616,3.710185531741709,High,37.45,118.55,37.45_118.55,2.9862082368485074,1.741304373484393,15.149453137497122,1.923844416268182,10.688584508022172,True,True,I: high CO2 / high CH4
37.45,118.65,43.61501361926397,34150.03706940884,43.61501361926397,34150.03706940884,3.204901462138741,High,37.45,118.65,37.45_118.65,2.6023570578436632,1.4121071864083197,11.439672093694986,-1.0977799291417265,10.438548232602516,True,False,II: high CO2 / low CH4
37.45,118.75,8.021043419837952,69344.84234726615,8.021043419837952,69344.84234726615,2.161336867787357,Medium,37.45,118.75,37.45_118.75,1.867980152740062,0.5229041625118002,12.186653882413,1.7502071931060657,11.146861472212075,True,True,I: high CO2 / high CH4
37.45,118.85,2.701309695839882,46418.11563374987,2.701309695839882,46418.11563374987,1.394890186993639,Medium,37.45,118.85,37.45_118.85,1.2846756899657463,0.0273382909711323,5.748943083225838,-3.3198632969877977,10.7454666282413,True,False,II: high CO2 / low CH4
37.45,118.95,0.2922293624530235,42.54054630423585,0.2922293624530235,42.54054630423585,-1.0190997865724158,Low,37.45,118.95,37.45_118.95,-0.8246168987666055,-0.5580342958724801,-10.915752200793566,-16.77658878839836,3.7736926029081146,False,False,IV: low CO2 / low CH4
37.45,119.05,0.0003243740017447,0.0,0.0003243740017447,0.0,-2.0887882884550333,Background,37.45,119.05,37.45_119.05,-1.7919165356693538,-0.7004641625195264,-8.890716869789204,-16.610159651193676,0.0,False,False,IV: low CO2 / low CH4
37.45,119.15,0.166942333181699,0.0,0.166942333181699,0.0,-1.972360350952272,Background,37.45,119.15,37.45_119.15,-1.7062161598813694,-0.6147637867315422,2.839390172745637,0.4150997067768331,0.0,False,True,III: low CO2 / high CH4
37.45,119.25,6.796378294626872,0.0,6.796378294626872,0.0,-0.5370454766025704,Low,37.45,119.25,37.45_119.25,-0.6497083599133845,0.4417440132364428,4.846566104211822,4.030685863129949,0.0,False,True,III: low CO2 / high CH4
37.45,119.35,1.788325011730194,0.0,1.788325011730194,0.0,-1.314088813961702,Low,37.45,119.35,37.45_119.35,-1.2216750840825503,-0.1302227109327232,-0.1216828048523862,-1.0084002707905442,0.0,False,False,IV: low CO2 / low CH4
37.45,119.45,1.6833133300145466,0.0,1.6833133300145466,0.0,-1.343099866870767,Low,37.45,119.45,37.45_119.45,-1.2430295647135674,-0.1515771915637401,1.0680215948318483,0.3790389957528207,0.0,False,True,III: low CO2 / high CH4
37.45,119.55,0.1009897825618584,0.0,0.1009897825618584,0.0,-2.0163260461972383,Background,37.45,119.55,37.45_119.55,-1.738578466429867,-0.6471260932800393,2.95161871173208,1.252746763908132,0.0,False,True,III: low CO2 / high CH4
37.45,119.65,0.0147380167618393,0.0,0.0147380167618393,0.0,-2.077976872039497,Background,37.45,119.65,37.45_119.65,-1.7839584590299746,-0.6925060858801472,2.210858002798365,1.408651807676526,0.0,False,True,III: low CO2 / high CH4
37.45,119.75,0.0001958451684912,0.0,0.0001958451684912,0.0,-2.088885394787556,Background,37.45,119.75,37.45_119.75,-1.7919880137816273,-0.7005356406318,-1.8461209581328848,-2.371010693339141,0.0,False,False,IV: low CO2 / low CH4
37.45,119.85,0.2998638351758321,0.0,0.2998638351758321,0.0,-1.890839069279805,Background,37.45,119.85,37.45_119.85,-1.646209905163658,-0.5547575320138306,-5.103636635019688,-9.660777761645068,0.0,False,False,IV: low CO2 / low CH4
37.45,119.95,28.994499842325848,3508.460001627604,28.994499842325848,3508.460001627604,2.3765433482922083,High,37.45,119.95,37.45_119.95,1.8841351112975064,1.1912367122860343,7.556562417895949,4.490584366625152,8.163217458934309,True,True,I: high CO2 / high CH4
37.55,117.85,2.8853945483764014,4157.548077850603,2.8853945483764014,4157.548077850603,0.871416744416887,Medium,37.55,117.85,37.55_117.85,0.7843313854116271,0.0543384054396518,6.198322645485686,-0.6465642359049534,8.33292127258629,True,False,II: high CO2 / low CH4
37.55,117.95,4.19935064514478,3801.25225163096,4.19935064514478,3801.25225163096,1.07076716480358,Medium,37.55,117.95,37.55_117.95,0.9267987732185704,0.2163849102070197,5.645354118943532,-0.0194176564535559,8.243348867936131,True,True,I: high CO2 / high CH4
37.55,118.05,1.4474356720844903,746.1450680911852,1.4474356720844903,746.1450680911852,0.1235546780013794,Medium,37.55,118.05,37.55_118.05,0.1519972960959102,-0.20276042745678,5.966338508038188,-0.7766210737305909,6.61625936720354,True,False,II: high CO2 / low CH4
37.55,118.15,0.0,1526.4200032552085,0.0,1526.4200032552085,-0.3868148669879309,Low,37.55,118.15,37.55_118.15,-0.1895825080668299,-0.7006445727117724,9.33710602351064,0.6622592612053901,7.331335318646653,True,True,I: high CO2 / high CH4
37.55,118.25,0.0,66609.68424479167,0.0,66609.68424479167,0.4897457687404379,Medium,37.55,118.25,37.55_118.25,0.6356353239906517,-0.7006445727117724,8.872954788863233,-0.1386153948347589,11.106620267757885,True,False,II: high CO2 / low CH4
37.55,118.35,44.353782653808594,2611.1133626302085,44.353782653808594,2611.1133626302085,2.6204528921469104,High,37.55,118.35,37.55_118.35,2.049592798019704,1.42124288975626,8.352516976380265,-2.0057076582482463,7.867914890155231,True,False,II: high CO2 / low CH4
37.55,118.45,44.53438752889633,15701.18203033336,44.53438752889633,15701.18203033336,3.039910755929218,High,37.55,118.45,37.55_118.45,2.443865012196067,1.4234536321242213,12.741837826072835,2.252927077816598,9.661554964502962,True,True,I: high CO2 / high CH4
37.55,118.55,24.3100368976593,23792.97136329363,24.3100368976593,23792.97136329363,2.692605724306139,High,37.55,118.55,37.55_118.55,2.208036989074728,1.096774877495443,14.015728420209866,3.4624563749938915,10.07718752350938,True,True,I: high CO2 / high CH4
37.55,118.65,10.863919993241629,32890.46210282482,10.863919993241629,32890.46210282482,2.1951753253609767,Medium,37.55,118.65,37.55_118.65,1.857325245182551,0.6752897349353171,10.25094936078761,0.4800814565402148,10.400968392522335,True,True,I: high CO2 / high CH4
37.55,118.75,5.455191155274709,8317.277790608196,5.455191155274709,8317.277790608196,1.4160354176216845,Medium,37.55,118.75,37.55_118.75,1.2182694625991233,0.3367343727715828,15.255794937589556,4.676200214000325,9.026210516067428,True,True,I: high CO2 / high CH4
37.55,118.85,0.0,3736.9016927083335,0.0,3736.9016927083335,-0.1790231330867787,Medium,37.55,118.85,37.55_118.85,0.0060382364432058,-0.7006445727117724,4.098526600663109,-3.448650213317663,8.2262796882337,True,False,II: high CO2 / low CH4
37.55,118.95,0.0,1306.1516520182292,0.0,1306.1516520182292,-0.4229727789022653,Low,37.55,118.95,37.55_118.95,-0.2236225418824926,-0.7006445727117724,-9.048194448103052,-14.526533644205305,7.175605737511575,True,False,II: high CO2 / low CH4
37.55,119.05,0.0021702566882595,0.0,0.0021702566882595,0.0,-2.0873950585410435,Background,37.55,119.05,37.55_119.05,-1.790891005802992,-0.6994386326531645,-10.404895126831146,-17.617293411711437,0.0,False,False,IV: low CO2 / low CH4
37.55,119.15,0.0022119583251575,0.0,0.0022119583251575,0.0,-2.087363612752223,Background,37.55,119.15,37.55_119.15,-1.7908678591598697,-0.699415486010042,6.10024521435335,2.1242997494724327,0.0,False,True,III: low CO2 / high CH4
37.55,119.25,0.0099281299238403,0.0,0.0099281299238403,0.0,-2.0815675146969674,Background,37.55,119.25,37.55_119.25,-1.786601462347441,-0.6951490891976138,7.929066404098604,2.885535741925194,0.0,False,True,III: low CO2 / high CH4
37.55,119.35,0.0745150670409202,0.0,0.0745150670409202,0.0,-2.03472031879756,Background,37.55,119.35,37.55_119.35,-1.7521181383334148,-0.6606657651835873,1.908072779786707,0.3489074911844324,0.0,False,True,III: low CO2 / high CH4
37.55,119.45,0.7115055024623871,0.0,0.7115055024623871,0.0,-1.682930479197568,Low,37.55,119.45,37.55_119.45,-1.493172372405036,-0.4017199992552088,1.2941215300111162,-0.077559173130902,0.0,False,True,III: low CO2 / high CH4
37.55,119.55,2.99503501256307,0.0,2.99503501256307,0.0,-1.0423239892400322,Low,37.55,119.55,37.55_119.55,-1.0216341995306764,0.0698181736191509,2.2948436055813253,1.7932584271524294,0.0,False,True,III: low CO2 / high CH4
37.55,119.65,2.015324970086416,0.0,2.015324970086416,0.0,-1.254941352172947,Low,37.55,119.65,37.55_119.65,-1.1781377698354305,-0.0866853966856032,1.77437267095508,0.7776870106683793,0.0,False,True,III: low CO2 / high CH4
37.55,119.75,0.1183891668915748,0.0,0.1183891668915748,0.0,-2.004476512836648,Background,37.55,119.75,37.55_119.75,-1.7298562517819367,-0.6384038786321093,0.6517015474720453,0.6808866395542077,0.0,False,True,III: low CO2 / high CH4
37.55,119.85,6.79221494992574,0.0,6.79221494992574,0.0,-0.5374491455909062,Low,37.55,119.85,37.55_119.85,-0.6500054929274732,0.4414468802223541,-0.220729938174265,-1.3456250415961355,0.0,False,False,IV: low CO2 / low CH4
37.55,119.95,0.5414963364601135,0.0,0.5414963364601135,0.0,-1.7619935777330795,Low,37.55,119.95,37.55_119.95,-1.5513692055774442,-0.4599168324276169,0.3912359428986002,0.7174835163133156,0.0,False,True,III: low CO2 / high CH4
37.65,117.85,4.0831088324387865,1526.9365672947215,4.0831088324387865,1526.9365672947215,0.8420034369408035,Medium,37.65,117.85,37.65_117.85,0.7149432414885064,0.2038072654934337,5.335163092867135,-0.6288106282962497,7.33167345531418,True,False,II: high CO2 / low CH4
37.65,117.95,0.0,57.33308347066244,0.0,57.33308347066244,-1.1449340421850176,Low,37.65,117.95,37.65_117.95,-0.9032963536326868,-0.7006445727117724,5.723905020528398,-0.026607008116296,4.066169401886159,False,True,III: low CO2 / high CH4
37.65,118.05,0.2715637988100449,2325.398192620409,0.2715637988100449,2325.398192620409,-0.107566091672306,Medium,37.65,118.05,37.65_118.05,0.0360273005458547,-0.5670021622765464,4.169956435752802,-2.066461706465572,7.752076510439143,True,False,II: high CO2 / low CH4
37.65,118.15,39.42880982657274,9758.62996036606,39.42880982657274,9758.62996036606,2.839622862105385,High,37.65,118.15,37.65_118.15,2.273763846989293,1.35729915810526,5.755828110664224,-1.095052902814459,9.186009764791468,True,False,II: high CO2 / low CH4
37.65,118.25,44.87883313496908,1554.6383463541667,44.87883313496908,1554.6383463541667,2.508816588892378,High,37.65,118.25,37.65_118.25,1.9427091616083416,1.427645708127107,8.911994862606361,1.7841020113456127,7.349641252501151,True,True,I: high CO2 / high CH4
37.65,118.35,13.072800159454346,6004.683349609375,13.072800159454346,6004.683349609375,1.929377753002781,Medium,37.65,118.35,37.65_118.35,1.5805998419828464,0.7702683513493537,12.720362467917104,4.237208374292124,8.700461524810642,True,True,I: high CO2 / high CH4
37.65,118.45,2.452166636784872,8943.735553740678,2.452166636784872,8943.735553740678,0.9599033502596522,Medium,37.65,118.45,37.65_118.45,0.8859812816652921,-0.0114251922179851,12.031050805667164,3.1847123078647828,9.09882043192176,True,True,I: high CO2 / high CH4
37.65,118.55,13.613075117270151,9146.859048354128,13.613075117270151,9146.859048354128,2.0555539656385675,Medium,37.65,118.55,37.65_118.55,1.6935393211215484,0.7912246001436878,11.675363138476596,2.4351174950402905,9.121275147104656,True,True,I: high CO2 / high CH4
37.65,118.65,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.65,118.65,37.65_118.65,-1.7920969458615996,-0.7006445727117724,7.524307381209155,0.5190598459979673,0.0,False,True,III: low CO2 / high CH4
37.65,118.75,0.0,497.0239969889323,0.0,497.0239969889323,-0.6470204333365518,Low,37.65,118.75,37.65_118.75,-0.4345470485667278,-0.7006445727117724,12.735391251357669,5.105305618190652,6.210648262588474,False,True,III: low CO2 / high CH4
37.65,118.85,0.0,1068.401143391927,0.0,1068.401143391927,-0.4695840923910295,Low,37.65,118.85,37.65_118.85,-0.2675036899728218,-0.7006445727117724,14.552397928516388,5.897315566971447,6.974854091704192,True,True,I: high CO2 / high CH4
37.65,118.95,0.0,1305.606669108073,0.0,1305.606669108073,-0.4230696021584885,Low,37.65,118.95,37.65_118.95,-0.22371369390819,-0.7006445727117724,0.0080660353414542,-5.237585047965715,7.17518872656328,True,False,II: high CO2 / low CH4
37.65,119.05,0.0028466633132968,0.0,0.0028466633132968,0.0,-2.0868851647087845,Background,37.65,119.05,37.65_119.05,-1.7905156827149615,-0.6990633095651341,2.000304902778022,-1.9228100434531283,0.0,False,False,IV: low CO2 / low CH4
37.65,119.15,0.0006764094869139,0.0,0.0006764094869139,0.0,-2.0885223818532554,Background,37.65,119.15,37.65_119.15,-1.7917208069105557,-0.7002684337607282,8.06208547666645,3.909850093643676,0.0,False,True,III: low CO2 / high CH4
37.65,119.25,0.0021900150071208,0.0,0.0021900150071208,0.0,-2.087380159300377,Background,37.65,119.25,37.65_119.25,-1.7908800387571826,-0.6994276656073553,0.5024612266138775,-2.142399847470396,0.0,False,False,IV: low CO2 / low CH4
37.65,119.35,0.0658332662036021,0.0,0.0658332662036021,0.0,-2.040851126203713,Background,37.65,119.35,37.65_119.35,-1.7566309082910432,-0.6651785351412157,-0.7874572916210806,-5.128138795019718,0.0,False,False,IV: low CO2 / low CH4
37.65,119.45,0.0962416517237821,0.0,0.0962416517237821,0.0,-2.01959220639235,Background,37.65,119.45,37.65_119.45,-1.7409826244189937,-0.6495302512691663,0.5449278848212559,-1.6890985832203067,0.0,False,False,IV: low CO2 / low CH4
37.65,119.55,0.531375010808309,0.0,0.531375010808309,0.0,-1.7669719173753085,Low,37.65,119.55,37.65_119.55,-1.5550336660779929,-0.4635812929281654,2.5931656767825,1.2986836909984243,0.0,False,True,III: low CO2 / high CH4
37.65,119.65,1.103100021680196,0.0,1.103100021680196,0.0,-1.5272229898505096,Low,37.65,119.65,37.65_119.65,-1.3785590705097763,-0.287106697359949,1.004307339303356,0.1769712048943619,0.0,False,True,III: low CO2 / high CH4
37.65,119.75,1.8612549901008608,0.0,1.8612549901008608,0.0,-1.2945767155041614,Low,37.65,119.75,37.65_119.75,-1.207312601966231,-0.1158602288164037,-0.4262937517438544,-0.5065917897198184,0.0,False,False,IV: low CO2 / low CH4
37.65,119.85,2.312623341878256,0.0,2.312623341878256,0.0,-1.1838790320006756,Low,37.65,119.85,37.65_119.85,-1.1258301564416502,-0.0343777832918227,-1.4109713700227309,-1.414234186005371,0.0,False,False,IV: low CO2 / low CH4
37.65,119.95,0.2815194924672444,0.0,0.2815194924672444,0.0,-1.9015801232052936,Background,37.65,119.95,37.65_119.95,-1.6541161893212002,-0.5626638161713727,1.108937614633838,0.767601521620206,0.0,False,True,III: low CO2 / high CH4
37.75,117.85,10.498603185017904,1813.926386366288,10.498603185017904,1813.926386366288,1.4988632500956691,Medium,37.75,117.85,37.75_117.85,1.2066518461364502,0.6578916773702066,5.202331003887092,0.0937931944395954,7.503800187400559,True,True,I: high CO2 / high CH4
37.75,117.95,34.759836713473,2747.445000141859,34.759836713473,2747.445000141859,2.4526552045790484,High,37.75,117.95,37.75_117.95,1.928505787603505,1.289035255615282,5.1629611260402015,-0.0618406059447131,7.918790576237064,True,True,I: high CO2 / high CH4
37.75,118.05,52.1840748389562,1389.219402314474,52.1840748389562,1389.219402314474,2.5943747148288763,High,37.75,118.05,37.75_118.05,2.000326681022461,1.5098374297872732,6.301800853046522,-1.2296970267499672,7.237216857060488,True,False,II: high CO2 / low CH4
37.75,118.15,41.24967112143835,19372.310974329088,41.24967112143835,19372.310974329088,3.032110277241848,High,37.75,118.15,37.75_118.15,2.448140236494357,1.3818050243897588,10.720487403552728,2.086449150218832,9.871651674903042,True,True,I: high CO2 / high CH4
37.75,118.25,7.941589931646983,2894.4385065970323,7.941589931646983,2894.4385065970323,1.4172421135968345,Medium,37.75,118.25,37.75_118.25,1.1688421228038877,0.5179830731742209,10.845220355115224,2.544726552020011,7.970891848863751,True,True,I: high CO2 / high CH4
37.75,118.35,6.361250599225362,2003.5928632368643,6.361250599225362,2003.5928632368643,1.1848942923161667,Medium,37.75,118.35,37.75_118.35,0.9802843208504004,0.4097977363768273,10.526265875059323,3.934865262197033,7.603196258391304,True,True,I: high CO2 / high CH4
37.75,118.45,7.788819849491119,1536.0909778711696,7.788819849491119,1536.0909778711696,1.2571895219342912,Medium,37.75,118.45,37.75_118.45,1.0208385738972725,0.5083968896188571,10.875180629828083,4.621544961098644,7.337646933635344,True,True,I: high CO2 / high CH4
37.75,118.55,3.663367321093877,988.0386808880916,3.663367321093877,988.0386808880916,0.6758855607911676,Medium,37.75,118.55,37.75_118.55,0.5719299493459684,0.1558650102994894,7.004479803890406,1.4974844194154304,6.896733441968197,True,True,I: high CO2 / high CH4
37.75,118.65,4.5366112887859344,1846.4091392429543,4.5366112887859344,1846.4091392429543,0.950670652463373,Medium,37.75,118.65,37.75_118.65,0.8039835450986728,0.2513458482672582,6.085680708952305,1.082711970369726,7.521539471230258,True,True,I: high CO2 / high CH4
37.75,118.75,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.75,118.75,37.75_118.75,-1.7920969458615996,-0.7006445727117724,4.789137355514481,-0.4838783105176477,0.0,False,False,IV: low CO2 / low CH4
37.75,118.85,0.0,3.2908666531244912,0.0,3.2908666531244912,-1.75086005306825,Low,37.75,118.85,37.75_118.85,-1.473731448145928,-0.7006445727117724,5.711465342389981,-1.2452504856703617,1.456488729582566,False,False,IV: low CO2 / low CH4
37.75,118.95,0.0,0.0,0.0,0.0,-2.0890333840732795,Background,37.75,118.95,37.75_118.95,-1.7920969458615996,-0.7006445727117724,4.100202991028672,-1.786191785659274,0.0,False,False,IV: low CO2 / low CH4
37.75,119.05,0.0013528200021634,305.6395009358724,0.0013528200021634,305.6395009358724,-0.7586023016766861,Low,37.75,119.05,37.75_119.05,-0.5398030238034963,-0.6998925484045183,3.901467369341614,0.6154707589091134,5.725672793546426,False,True,III: low CO2 / high CH4
37.75,119.15,0.0009145816535843,460.0533396402995,0.0009145816535843,460.0533396402995,-0.6642389824422597,Low,37.75,119.15,37.75_119.15,-0.4508989186656478,-0.700136051093915,-3.5899843793462,-3.903026170973445,6.133513740512325,False,False,IV: low CO2 / low CH4
37.75,119.25,0.0041189732728525,0.0,0.0041189732728525,0.0,-2.085926993802264,Background,37.75,119.25,37.75_119.25,-1.7898103914548114,-0.6983580183049841,2.212196464522372,0.11252244436363,0.0,False,True,III: low CO2 / high CH4
37.75,119.35,0.1585924997925758,0.0,0.1585924997925758,0.0,-1.9777871877177813,Background,37.75,119.35,37.75_119.35,-1.7102107505279076,-0.6187583773780803,1.3468571713096178,-1.3023073780433947,0.0,False,False,IV: low CO2 / low CH4
37.75,119.45,0.0980634006361166,0.0,0.0980634006361166,0.0,-2.0183373860599625,Background,37.75,119.45,37.75_119.45,-1.7400589751958038,-0.6486066020459764,3.330761135950416,0.4448173279661535,0.0,False,True,III: low CO2 / high CH4
37.75,119.55,0.1216021652022997,0.0,0.1216021652022997,0.0,-2.0023085372427385,Background,37.75,119.55,37.75_119.55,-1.7282604464530589,-0.6368080733032312,0.7464692342419477,-0.4603797548633985,0.0,False,False,IV: low CO2 / low CH4
37.75,119.65,0.1162845008075236,0.0,0.1162845008075236,0.0,-2.0059000183417948,Background,37.75,119.65,37.75_119.65,-1.7309040669313245,-0.6394516937814971,-0.5722887206708202,-0.9818926090289036,0.0,False,False,IV: low CO2 / low CH4
37.75,119.75,0.3934249977270762,0.0,0.3934249977270762,0.0,-1.8383126978616469,Background,37.75,119.75,37.75_119.75,-1.6075462487778478,-0.5160938756280203,-0.6674354785830675,-1.252938907704109,0.0,False,False,IV: low CO2 / low CH4
37.75,119.85,1.8700466752052307,0.0,1.8700466752052307,0.0,-1.292258204675966,Low,37.75,119.85,37.75_119.85,-1.2056059905333856,-0.1141536173835581,-1.0733821466134092,-1.2471717281312913,0.0,False,False,IV: low CO2 / low CH4
37.75,119.95,2.666088382403056,0.0,2.666088382403056,0.0,-1.1072606597367043,Low,37.75,119.95,37.75_119.95,-1.069432839473545,0.0220195336762822,2.865323105834156,3.0865763227837517,0.0,False,True,III: low CO2 / high CH4
37.85,117.85,43.29080073038737,1684.953348795573,43.29080073038737,1684.953348795573,2.5008730942231363,High,37.85,117.85,37.85_117.85,1.9406975805298765,1.4080500697975216,6.205902278055791,1.2977842083182716,7.430086468425471,True,True,I: high CO2 / high CH4
